Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Nedbør (døgn);Høyeste middelvind (døgn)
Bergen - Florida;SN50540;07.10.2025;12,1;19,4;8,6
Bergen - Florida;SN50540;08.10.2025;11,3;24,1;5,1
Bergen - Florida;SN50540;09.10.2025;10,7;17,9;8,3
Bergen - Florida;SN50540;10.10.2025;11,1;22,9;8
Bergen - Florida;SN50540;11.10.2025;11,6;17,8;6,2
Bergen - Florida;SN50540;12.10.2025;11,3;4,1;4,6
Bergen - Florida;SN50540;13.10.2025;10,2;0;3,8
Bergen - Florida;SN50540;14.10.2025;11;2,4;4,6
Bergen - Florida;SN50540;15.10.2025;10,3;5;4,7
Bergen - Florida;SN50540;16.10.2025;9,2;6,5;8,4
Bergen - Florida;SN50540;17.10.2025;6,1;1,3;5,4
Bergen - Florida;SN50540;18.10.2025;5,6;0,1;5,3
Bergen - Florida;SN50540;19.10.2025;9,1;1,8;6,7
Bergen - Florida;SN50540;20.10.2025;8,6;0,5;5,4
Bergen - Florida;SN50540;21.10.2025;10,3;4,5;3,9
Bergen - Florida;SN50540;22.10.2025;10,8;2;5,7
Bergen - Florida;SN50540;23.10.2025;8,3;7,9;2,9
Bergen - Florida;SN50540;24.10.2025;11,8;9,6;10,9
Bergen - Florida;SN50540;25.10.2025;9,2;3;7,7
Bergen - Florida;SN50540;26.10.2025;8,7;1,4;4,4
Bergen - Florida;SN50540;27.10.2025;8;2,4;9,3
Bergen - Florida;SN50540;28.10.2025;5,5;0;4,8
Bergen - Florida;SN50540;29.10.2025;4,6;0;5,8
Bergen - Florida;SN50540;30.10.2025;5,3;6,1;4,3
Bergen - Florida;SN50540;31.10.2025;7,9;0;9,9
Bergen - Florida;SN50540;01.11.2025;12,3;0,5;14,2
Bergen - Florida;SN50540;02.11.2025;8,5;37,6;9,4
Bergen - Florida;SN50540;03.11.2025;9,9;21,7;10,7
Bergen - Florida;SN50540;04.11.2025;12,5;27,4;9,4
Bergen - Florida;SN50540;05.11.2025;11,8;7,2;6,5
Bergen - Florida;SN50540;06.11.2025;12,9;16,6;4,9
Bergen - Florida;SN50540;07.11.2025;12;2,8;5,2
Bergen - Florida;SN50540;08.11.2025;11,5;0;5,3
Bergen - Florida;SN50540;09.11.2025;10,9;1,1;4,8
Bergen - Florida;SN50540;10.11.2025;10,8;2,3;6,3
Bergen - Florida;SN50540;11.11.2025;10,9;0,1;10,8
Bergen - Florida;SN50540;12.11.2025;10,7;27,4;11,1
Bergen - Florida;SN50540;13.11.2025;5,1;34,3;7,5
Bergen - Florida;SN50540;14.11.2025;1,6;0;5,3
Bergen - Florida;SN50540;15.11.2025;1;0;4,9
Bergen - Florida;SN50540;16.11.2025;3,3;13,6;7,9
Bergen - Florida;SN50540;17.11.2025;2,2;8,5;8,6
Bergen - Florida;SN50540;18.11.2025;0,4;5,8;5
Bergen - Florida;SN50540;19.11.2025;-2,5;0,6;3,6
Bergen - Florida;SN50540;20.11.2025;-3,9;0;2,7
Bergen - Florida;SN50540;21.11.2025;-1,1;0;7,4
Bergen - Florida;SN50540;22.11.2025;4,7;28,4;8,5
Bergen - Florida;SN50540;23.11.2025;3,5;18,5;4,6
Bergen - Florida;SN50540;24.11.2025;1,8;1,3;2,9
Bergen - Florida;SN50540;25.11.2025;-0,9;3,1;2,3
Bergen - Florida;SN50540;26.11.2025;2,9;0;8,6
Bergen - Florida;SN50540;27.11.2025;8;22,7;10,8
Bergen - Florida;SN50540;28.11.2025;9,9;18,5;11,3
Bergen - Florida;SN50540;29.11.2025;4,9;20,2;11,1
Bergen - Florida;SN50540;30.11.2025;3,6;1,6;7,9
Bergen - Florida;SN50540;01.12.2025;5,8;3,2;12,1
Bergen - Florida;SN50540;02.12.2025;9,5;22,5;12,6
Bergen - Florida;SN50540;03.12.2025;8,6;22,9;9,5
Bergen - Florida;SN50540;04.12.2025;7,5;2,5;8,1
Bergen - Florida;SN50540;05.12.2025;5,3;0,2;4,2
Bergen - Florida;SN50540;06.12.2025;7,1;0;10,3
Bergen - Florida;SN50540;07.12.2025;4,2;0;3,6
Bergen - Florida;SN50540;08.12.2025;7,9;0,1;10,6
Bergen - Florida;SN50540;09.12.2025;6,4;2,7;3,7
Bergen - Florida;SN50540;10.12.2025;9,9;12,7;10,6
Bergen - Florida;SN50540;11.12.2025;10,1;17,7;9,2
Bergen - Florida;SN50540;12.12.2025;9,6;15,1;8,8
Bergen - Florida;SN50540;13.12.2025;8;25,1;6,7
Bergen - Florida;SN50540;14.12.2025;9,9;48,8;9
Bergen - Florida;SN50540;15.12.2025;8,7;48,9;10,2
Bergen - Florida;SN50540;16.12.2025;7,9;3,5;6
Bergen - Florida;SN50540;17.12.2025;7,1;0;10,3
Bergen - Florida;SN50540;18.12.2025;8,6;15,6;13
Bergen - Florida;SN50540;19.12.2025;8,6;27,2;14,4
Bergen - Florida;SN50540;20.12.2025;6,4;22,1;6,5
Bergen - Florida;SN50540;21.12.2025;1,9;0,1;2,8
Bergen - Florida;SN50540;22.12.2025;-0,3;0;1,5
Bergen - Florida;SN50540;23.12.2025;1,9;0;1,8
Bergen - Florida;SN50540;24.12.2025;3,8;0;3,7
Bergen - Florida;SN50540;25.12.2025;4;0;4,4
Bergen - Florida;SN50540;26.12.2025;1,9;0;4,1
Bergen - Florida;SN50540;27.12.2025;4;0,9;11
Bergen - Florida;SN50540;28.12.2025;2;0;4,8
Bergen - Florida;SN50540;29.12.2025;1,8;2,8;9,5
Bergen - Florida;SN50540;30.12.2025;-0,8;0;5
Bergen - Florida;SN50540;31.12.2025;2,3;8,9;8,1
Bergen - Florida;SN50540;25.06.2023;-;0;4,8
